#1
double dniData(8760, 2)
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	243.0
9	746
10	906
11	969
12	996
13	914
14	977
15	933
16	827
17	513
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	243
33	746
34	906
35	969
36	996
37	805
38	977
39	933
40	827
41	105
42	2
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	347
57	800
58	904
59	970
60	999
61	1003
62	961
63	892
64	758
65	434
66	4
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	14
81	100
82	180
83	103
84	450
85	285
86	235
87	106
88	123
89	17
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	206
105	456
106	679
107	892
108	952
109	958
110	872
111	874
112	768
113	400
114	3
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	1
129	0
130	6
131	301
132	956
133	910
134	907
135	890
136	787
137	305
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	134
153	646
154	335
155	354
156	729
157	272
158	50
159	227
160	61
161	7
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	8
177	727
178	850
179	953
180	949
181	972
182	932
183	707
184	735
185	422
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	232
201	800
202	923
203	980
204	1002
205	1013
206	994
207	953
208	870
209	641
210	49
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	117
225	296
226	552
227	172
228	178
229	112
230	465
231	641
232	538
233	200
234	12
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	152
249	596
250	670
251	800
252	554
253	77
254	78
255	23
256	53
257	11
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	44
273	171
274	235
275	243
276	156
