#1				
double storageData(4321, 5)				
0	1048.15	1048.15	1.00E-20	1000
0.016666667	1047.359863	1047.359863	1.00E-20	1000
0.033333333	1046.570552	1046.570552	1.00E-20	1000
0.05	1045.782068	1045.782068	1.00E-20	1000
0.066666667	1044.994409	1044.994409	1.00E-20	1000
0.083333333	1044.207574	1044.207574	1.00E-20	1000
0.1	1043.421563	1043.421563	1.00E-20	1000
0.116666667	1042.636374	1042.636374	1.00E-20	1000
0.133333333	1041.852007	1041.852007	1.00E-20	1000
0.15	1041.068461	1041.068461	1.00E-20	1000
0.166666667	1040.285734	1040.285734	1.00E-20	1000
0.183333333	1039.503827	1039.503827	1.00E-20	1000
0.2	1038.722739	1038.722739	1.00E-20	1000
0.216666667	1037.942467	1037.942467	1.00E-20	1000
0.233333333	1037.163013	1037.163013	1.00E-20	1000
0.25	1036.384374	1036.384374	1.00E-20	1000
0.266666667	1035.606549	1035.606549	1.00E-20	1000
0.283333333	1034.829539	1034.829539	1.00E-20	1000
0.3	1034.053343	1034.053343	1.00E-20	1000
0.316666667	1033.277958	1033.277958	1.00E-20	1000
0.333333333	1032.503385	1032.503385	1.00E-20	1000
0.35	1031.729622	1031.729622	1.00E-20	1000
0.366666667	1030.95667	1030.95667	1.00E-20	1000
0.383333333	1030.184526	1030.184526	1.00E-20	1000
0.4	1029.41319	1029.41319	1.00E-20	1000
0.416666667	1028.642662	1028.642662	1.00E-20	1000
0.433333333	1027.87294	1027.87294	1.00E-20	1000
0.45	1027.104023	1027.104023	1.00E-20	1000
0.466666667	1026.335911	1026.335911	1.00E-20	1000
0.483333333	1025.568603	1025.568603	1.00E-20	1000
0.5	1024.802098	1024.802098	1.00E-20	1000
0.516666667	1024.036395	1024.036395	1.00E-20	1000
0.533333333	1023.271494	1023.271494	1.00E-20	1000
0.55	1022.507393	1022.507393	1.00E-20	1000
0.566666667	1021.744092	1021.744092	1.00E-20	1000
0.583333333	1020.981589	1020.981589	1.00E-20	1000
0.6	1020.219885	1020.219885	1.00E-20	1000
0.616666667	1019.458977	1019.458977	1.00E-20	1000
0.633333333	1018.698866	1018.698866	1.00E-20	1000
0.65	1017.939551	1017.939551	1.00E-20	1000
0.666666667	1017.18103	1017.18103	1.00E-20	1000
0.683333333	1016.423303	1016.423303	1.00E-20	1000
0.7	1015.666369	1015.666369	1.00E-20	1000
0.716666667	1014.910227	1014.910227	1.00E-20	1000
0.733333333	1014.154877	1014.154877	1.00E-20	1000
0.75	1013.400316	1013.400316	1.00E-20	1000
0.766666667	1012.646546	1012.646546	1.00E-20	1000
0.783333333	1011.893565	1011.893565	1.00E-20	1000
0.8	1011.141371	1011.141371	1.00E-20	1000
0.816666667	1010.389965	1010.389965	1.00E-20	1000
0.833333333	1009.639345	1009.639345	1.00E-20	1000
0.85	1008.889511	1008.889511	1.00E-20	1000
0.866666667	1008.140461	1008.140461	1.00E-20	1000
0.883333333	1007.392195	1007.392195	1.00E-20	1000
0.9	1006.644713	1006.644713	1.00E-20	1000
0.916666667	1005.898012	1005.898012	1.00E-20	1000
0.933333333	1005.152093	1005.152093	1.00E-20	1000
0.95	1004.406955	1004.406955	1.00E-20	1000
0.966666667	1003.662597	1003.662597	1.00E-20	1000
0.983333333	1002.919017	1002.919017	1.00E-20	1000
1	1002.176216	1002.176216	1.00E-20	1000
1.016666667	1001.434192	1001.434192	1.00E-20	1000
1.033333333	1000.692945	1000.692945	1.00E-20	1000
1.05	999.9524729	999.9524729	1.00E-20	1000
1.066666667	999.2127763	999.2127763	1.00E-20	1000
1.083333333	998.4738537	998.4738537	1.00E-20	1000
1.1	997.7357045	997.7357045	1.00E-20	1000
1.116666667	996.9983278	996.9983278	1.00E-20	1000
1.133333333	996.2617227	996.2617227	1.00E-20	1000
